Year,ID,Location,Station,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP
2002,KVLC1,KERN RIVER PH #3,KERN...TULE...KAWEAH...KINGS,0.64,2.66,3.09,0.46,0.26,1.54,0.1,0.46,0.52,0,0,0
2002,LDGC1,LODGEPOLE,KERN...TULE...KAWEAH...KINGS,1.57,8.85,10.48,3.87,1.91,7.66,1.45,1.58,0.05,0,0,0.03
2002,MNHC1,MOUNTAIN HOME,KERN...TULE...KAWEAH...KINGS,0,6.3,11.3,5.5,0.3,5.9,2.1,1.5,0,0,0,0
2002,PFTC1,PINE FLAT DAM,KERN...TULE...KAWEAH...KINGS,0.4,2.41,5.24,1.42,1.01,2.31,1.16,1.84,0,0,0,0
2002,RGCC1,ROGERS CAMP,KERN...TULE...KAWEAH...KINGS,0.7,7.9,10.1,3.3,1.6,5.1,0.6,1.8,0.1,0,0,0
2002,SCSC1,LAKE SUCCESS DAM,KERN...TULE...KAWEAH...KINGS,0.18,2.25,2.95,1.19,0.17,1.51,0.38,0,0,0,0,0
2002,TMDC1,TERMINUS DAM,KERN...TULE...KAWEAH...KINGS,0.41,2.67,4.42,1.42,0.29,1.85,0.77,0.73,0,0,0,0
2002,TREC1,THREE RIVER EDISON PH #1,KERN...TULE...KAWEAH...KINGS,0.66,4.22,6.42,2.12,0.77,3.08,0.57,0.63,0,0,0,0
2002,CNGC1,COALINGA,TULARE-BUENA VISTA LAKES,0.07,1.45,0.86,0.2,0.06,0.53,0.53,0.11,0,0,0,0.01
2002,FAT,FRESNO AIR TERMINAL,TULARE-BUENA VISTA LAKES,0.29,1.99,1.93,0.76,0.41,0.95,0.21,0.38,0.02,0,0,0
2002,LEMC1,LEMON COVE,TULARE-BUENA VISTA LAKES,0.3,2.69,3.98,1.26,0.4,1.33,0.7,0.56,0,0,0,0
2002,LINC1,LINDSAY,TULARE-BUENA VISTA LAKES,0.29,,3.09,1.23,0.25,1.36,0.71,0.18,0,0,0,0
2002,PRTC1,PORTERVILLE,TULARE-BUENA VISTA LAKES,0.22,2.15,2.67,1.04,0.26,1.1,0.28,0.3,0,0,0,0.01
2002,VISC1,VISALIA,TULARE-BUENA VISTA LAKES,0.48,2.04,4.89,1.06,0.21,1.31,0.23,0.22,0,0,0,0
2002,WASC1,WASCO,TULARE-BUENA VISTA LAKES,0.07,0.97,0.88,0.45,0.12,0.59,1.06,0.1,0,0,0,0
2002,BISC1,BIG SUR STATE PARK,CENTRAL CALIFORNIA COASTAL,1.24,8.28,10.06,4.61,3.99,4.62,0.57,0.57,0,0,0.03,0.13
2002,CCHC1,CACHUMA DAM,CENTRAL CALIFORNIA COASTAL,0.62,3.27,0.66,0.87,0.24,0.79,0.13,0.12,0,0,0,0.08
2002,HOLC1,HOLLISTER,CENTRAL CALIFORNIA COASTAL,0.23,2.61,3.46,0.74,1,1.17,0.3,0.44,0,0,0,0
2002,JNLC1,JUNCAL DAM,CENTRAL CALIFORNIA COASTAL,0.55,4.52,3.22,1.39,0.48,0.75,0.15,0.1,0,0,0,0.14
2002,KICC1,KING CITY,CENTRAL CALIFORNIA COASTAL,0.11,1.82,2.24,0.55,0.6,0.58,0.47,0.3,0,0,0,0
2002,LSLC1,LOS ALAMOS,CENTRAL CALIFORNIA COASTAL,0.6,3.58,2.62,0.89,0.3,0.53,0.22,0.16,0,0,0,0.02
2002,PRBC1,PASO ROBLES,CENTRAL CALIFORNIA COASTAL,0.24,2.81,2.19,1.02,0.33,1.4,0.23,0.25,0,0,0,0
2002,PRSC1,PRIEST VALLEY,CENTRAL CALIFORNIA COASTAL,0.61,2.98,4.11,1.16,0.68,1.53,0.27,0.55,0,0,0,0.01
2002,SBAC1,SANTA BARBARA,CENTRAL CALIFORNIA COASTAL,0.62,4.24,0.09,1.03,0.46,0.4,0.08,0.1,0.03,0,0,0.18
2002,SBPC1,SAN LUIS OBISPO,CENTRAL CALIFORNIA COASTAL,0.49,5.96,4.18,1.13,0.84,1.83,1.33,0.18,0,0,0,0.05
2002,SCRC1,SANTA CRUZ,CENTRAL CALIFORNIA COASTAL,0.7,6.28,11.07,3.73,2.28,3.52,0.35,0.81,0,0,0.04,0.04
2002,SMX,SANTA MARIA,CENTRAL CALIFORNIA COASTAL,0.33,2.21,1.33,1.18,0.38,0.75,0.23,0.07,0,0,0.05,0.01
2002,SNSC1,SALINAS NO. 2,CENTRAL CALIFORNIA COASTAL,0.08,2.42,4.57,0.87,0.9,1.29,0.36,0.12,0,0,0.03,0
2002,WVIC1,WATSONVILLE WATERWORKS,CENTRAL CALIFORNIA COASTAL,0.34,4.3,7.89,1.48,0.7,1.51,0.24,0.29,0,0,0.07,0
2002,BBLC1,BIG BEAR LAKE F.S.,SOUTHERN CALIFORNIA COASTAL,0,2.04,0.41,0.31,0.23,1.14,0.34,0,0,0.15,0,0.41
2002,CQT,DOWNTOWN LA,SOUTHERN CALIFORNIA COASTAL,0.06,1.41,1.38,0.8,0.29,0.32,0.09,0.05,0.01,0,0,0
2002,CUYC1,CUYAMACA,SOUTHERN CALIFORNIA COASTAL,0.02,2.43,2.58,0.51,0.38,1.82,1.12,0,0,0,0,0.67
2002,ELPC1,EL CAPITAN DAM,SOUTHERN CALIFORNIA COASTAL,0,1.31,1.58,0.63,0.26,1.47,0.44,0,0,0,0,0.59
2002,EORC1,ELSINORE,SOUTHERN CALIFORNIA COASTAL,0,0.1,1.2,0.2,0.01,0.34,0.27,0,0,0,0,0
2002,HENC1,HENSHAW DAM,SOUTHERN CALIFORNIA COASTAL,0,1.57,2.15,0.66,0.21,2.24,0.74,0,0,0,0,0.24
2002,LAGC1,LAGUNA BEACH,SOUTHERN CALIFORNIA COASTAL,0,1.61,1.35,0.3,0.3,1.07,0.15,0.1,0.05,0,0.05,0
2002,LAX,""LA INT'L AIRPORT"",SOUTHERN CALIFORNIA COASTAL,0.04,1.35,1.25,0.75,0.37,0.27,0.02,0.11,0.05,0,0,0.08
2002,LGB,LONG BEACH,SOUTHERN CALIFORNIA COASTAL,0,1.01,0.59,0.25,0.07,0.05,0.14,0.09,0,0,0,0
2002,LOX,OXNARD,SOUTHERN CALIFORNIA COASTAL,0.26,3.02,1.32,0.91,0.36,0.2,0.01,0.05,0,0,0,0
2002,MWS,MOUNT WILSON,SOUTHERN CALIFORNIA COASTAL,0.18,2.27,3.35,3.38,0.39,2.13,0.27,0.98,0,0,0,0.31
2002,OCNC1,OCEANSIDE MARINA,SOUTHERN CALIFORNIA COASTAL,0,1.09,1.14,0.41,0.38,0.56,0.39,0,0,0,0,0.33
2002,SAN,LINDBERGH FIELD,SOUTHERN CALIFORNIA COASTAL,0,0.99,0.45,0.32,0.17,0.46,0.63,0,0,0,0,0.31
2002,SBOC1,SAN BERNARDINO FS,SOUTHERN CALIFORNIA COASTAL,0,0.39,,1.4,0.25,1,0.42,0,0,0,0,0
2002,SGSC1,SAUGUS PH #1,SOUTHERN CALIFORNIA COASTAL,0.35,2.77,1.52,1.04,0.46,0.85,0.14,0.1,0,0,0,0.1
2002,SPLC1,SANTA PAULA,SOUTHERN CALIFORNIA COASTAL,0.26,3.74,1.67,1.2,0.4,0.59,0,0.13,0,0,0,0.05
2002,STAC1,SANTA ANA FS,SOUTHERN CALIFORNIA COASTAL,0,0.63,1.19,0.67,0.23,0.5,0.23,0.01,0,0,0,0
2002,CEDC1,CEDARVILLE,NORTH AND CENTRAL LAHONTAN,0.48,2.84,1.86,0.84,1.38,0.82,1.39,0.09,0.26,0.17,0,0.06
2002,DOLC1,DOYLE 4SSE,NORTH AND CENTRAL LAHONTAN,0.12,2.62,2.52,0.6,0.77,0.46,1.1,0.43,0.21,0.05,0,0
2002,DOYC1,DOYLE,NORTH AND CENTRAL LAHONTAN,0.25,1.47,2.54,0.58,0.47,0.56,1.11,0.05,0.58,0.04,0,0
2002,FOBC1,FORT BIDWELL,NORTH AND CENTRAL LAHONTAN,0.59,3.38,4.47,1.58,1.77,1.4,1.96,0.52,0.3,0.04,0,0.12
2002,FRNN2,FERNLEY,NORTH AND CENTRAL LAHONTAN,0.07,0.15,1.32,0.41,0.01,0.08,0.37,0.03,0.08,0,0,0
2002,JESC1,JESS VALLEY,NORTH AND CENTRAL LAHONTAN,0.53,2.31,7.56,1.34,2.09,1.61,2.56,0.65,0.34,0.55,0,0.03
2002,Q63,SUTCLIFFE-PYRAMID LK,NORTH AND CENTRAL LAHONTAN,0.01,0.92,1.93,0.87,0.48,0.08,0.64,0.17,0.02,0.14,0.1,0.22
2002,SNVC1,SUSANVILLE,NORTH AND CENTRAL LAHONTAN,0.15,1.56,1.37,0.92,0.38,0.1,0.16,0,0,0,0,0
2002,STDN2,STEAD,NORTH AND CENTRAL LAHONTAN,0.11,0.91,2.89,0.38,0.09,0.37,0.79,0.1,0,0.02,1.07,0
2002,WAWN2,WADSWORTH 4N,NORTH AND CENTRAL LAHONTAN,0,0.6,1.22,0.55,0.12,0.39,0.12,0.08,0.25,0,0.09,0.03
2002,WTNN2,WELLINGTON,NORTH AND CENTRAL LAHONTAN,0.07,0.98,1.15,0.3,0.04,0.63,0.21,0.02,0.28,0.3,0.28,0
2002,BDEC1,BODIE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.07,1.21,3.01,0.25,0.07,0.91,1.26,0.22,0,0.31,0.15,0.23
2002,BOCC1,BOCA RESERVOIR,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.4,3.73,5.46,1.64,1.22,2.41,1.39,0.24,0.03,0.87,0,0
2002,BPTC1,BRIDGEPORT,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.2,1.61,2.53,0.17,0.7,0.47,0.54,0.06,0,0.37,0.31,0.08
2002,CRCN2,CARSON CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.06,1.76,1.38,1.91,0.46,1,0.42,0,0,0.49,0,0
2002,DAGN2,DAGGET PASS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,,,,,,,,1.24,0,0.69,0,0
2002,DONC1,DONNER MEM SP,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.88,7.86,9.87,4.12,2.37,5.58,1.99,0.52,0.05,0.17,0,0
2002,FEXN2,FALLON EXPER STATION,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,0.78,1.02,0.53,0.1,0.13,0.25,0.03,0.16,0.07,0,0.01
2002,GLBN2,GLENBROOK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.3,2.18,4.11,1.65,0.92,2.07,1.17,0.19,0,0.17,0,0
2002,HTHN2,HAWTHORNE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,0.25,0.6,0.13,0.19,0.2,0.21,0,0,0.15,0,0.02
2002,LANN2,LAHONTAN DAM,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.02,0.5,1.29,0.49,0.02,0.21,0.35,0.04,0.06,0.02,0,0
2002,MINN2,MINDEN,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.12,0.94,2.53,0.25,0.28,0.72,0.26,0.02,0,0.47,0.26,0
2002,MKLC1,MARKLEEVILLE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.57,4.4,4.72,0.74,0.85,2.86,0.78,0.28,0,0.27,0,0.14
2002,RNO,RENO,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.14,0.83,1.8,0.59,0.24,0.44,0.87,0.2,0.1,0.12,0.82,0
2002,SGHC1,SAGEHEN CREEK,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.33,6.27,7.29,4.34,,,,,0.03,0,,
2002,SMIN2,SMITH 6N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.04,0.78,1.11,0.4,0.21,0.41,0.28,0.18,0.35,0.15,0,0
2002,SRKN2,SPARKS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.18,0.6,1.97,0.79,0.05,0.61,0.96,0.34,0.6,0.46,0.63,0
2002,TAHC1,TAHOE CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.85,6.46,8.01,3.18,1.93,4.49,1.96,0.43,0,0.22,0,0
2002,TKEC1,TRUCKEE RS,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.58,4.41,6.45,2.18,1.69,4.6,1.51,0.29,0.02,0.45,0,0
2002,TPLN2,TOPAZ LAKE 4N,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,1.28,1.61,0.33,0,0.69,0,0,0,0.54,0,0
2002,VRCN2,VIRGINIA CITY,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0.17,1.95,3.33,1.63,0.3,1.17,0.72,0.17,0,0.36,0,0
2002,WABN2,WABUSKA 6SE,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,0.43,0.86,0.33,0,0.17,0.36,0.31,0.02,0.23,0.25,0
2002,YRGN2,YERINGTON,LAKE TAHOE...TRUCKEE...CARSON...WALKER,0,0.41,1.3,0.06,0,0.11,0.24,0,0.04,0.27,0,0
2002,BARC1,BARSTOW,MOJAVE...MONO LAKE...SALTON SEA,0.14,0.62,0.32,0,0,0.15,0.1,0,0,0.14,0,0.4
2002,BEAN2,BEATTY 8N,MOJAVE...MONO LAKE...SALTON SEA,0.08,0.49,0.02,0.1,0.01,0.07,0,0,0,0,0,0
2002,BIH,BISHOP AP,MOJAVE...MONO LAKE...SALTON SEA,0.01,1.15,0.22,0.02,0,0.02,0.04,0,0.02,0.04,0,0.02
2002,DEVC1,DEATH VALLEY,MOJAVE...MONO LAKE...SALTON SEA,0,0.01,0,0,0,0.2,0,0,0,0.06,0,0
2002,ELLC1,ELLERY LAKE,MOJAVE...MONO LAKE...SALTON SEA,1.16,,4.4,2.02,0.94,1.52,1.2,0.42,0.42,0.27,0.22,0.87
2002,FMTC1,FAIRMONT,MOJAVE...MONO LAKE...SALTON SEA,0.22,1.6,1.21,0.98,0.42,0.7,0.01,0.06,0,0,0,0
2002,GEMC1,GEM LAKE,MOJAVE...MONO LAKE...SALTON SEA,1.08,3.37,5.33,2.65,1.3,1.18,1.62,0.66,0.36,0.42,0.17,
2002,HEEC1,HAIWEE,MOJAVE...MONO LAKE...SALTON SEA,0,1.07,0.23,0,0,0,0,0.08,0,0,0,0
2002,INDC1,INDEPENDENCE,MOJAVE...MONO LAKE...SALTON SEA,0,0.89,0.4,0.01,0,0.08,0.2,0,0,0.02,0,0.01
2002,INYC1,INYOKERN-KERN CO. FD,MOJAVE...MONO LAKE...SALTON SEA,0.26,0.43,0,0,0,0,0,0,0,0,0,0
2002,IPL,IMPERIAL,MOJAVE...MONO LAKE...SALTON SEA,0,0.01,0,0,0,0,0.01,0,0,0,0,0.03
2002,LASC1,LAKE SABRINA,MOJAVE...MONO LAKE...SALTON SEA,0.94,1.8,2.6,0.98,0.27,1.15,0.59,0.35,0.08,0.08,0.08,0.48
2002,LEVC1,LEE VINING,MOJAVE...MONO LAKE...SALTON SEA,0.25,1.79,1.39,0.25,0.31,1.11,0.4,0.4,0.02,0.83,0,0.45
2002,LKAC1,LAKE ARROWHEAD F.S.,MOJAVE...MONO LAKE...SALTON SEA,0,1.85,1.37,1.86,0.53,2.4,0.33,0.41,0,0,0,0
2002,MOJC1,MOJAVE,MOJAVE...MONO LAKE...SALTON SEA,0,0.79,0.3,0,0.21,0.15,0,0,0,0,0,0
2002,NID,CHINA LAKE ARMITAGE,MOJAVE...MONO LAKE...SALTON SEA,0.15,0.3,0.13,0,0,0,0,0,0,0,0,0.05
2002,NLDC1,NILAND,MOJAVE...MONO LAKE...SALTON SEA,0,0.04,0.06,0.03,0,0,0.01,0,0,0,0,0.76
2002,PMDC1,PALMDALE,MOJAVE...MONO LAKE...SALTON SEA,0.17,0.75,0.47,0.49,0.05,0.14,0.04,0.02,0,0,0,0
2002,PSP,PALM SPRINGS,MOJAVE...MONO LAKE...SALTON SEA,0,0,0.11,0,0,0,0.1,0,0,0,0,0.09
2002,RANC1,KERN COUNTY FD,MOJAVE...MONO LAKE...SALTON SEA,0.21,0.99,0.24,0.58,0.03,0.13,0.08,0.05,0,0,0,0
2002,SOUC1,SOUTH LAKE,MOJAVE...MONO LAKE...SALTON SEA,1.08,2.93,3.4,1.6,0.46,1.54,1.06,0,,0.25,0.15,0.5
2002,TYEC1,TWENTYNINE PALMS,MOJAVE...MONO LAKE...SALTON SEA,0,0.01,0.46,0.04,0,0.12,0.14,0,0,0,0,0.02
2002,B23,BATTLE MOUNTAIN,HUMBOLDT,0.32,1,0.96,0.55,0.7,0.7,0.64,0.6,0.66,0,0.04,0.58
2002,BOWN2,BEOWAWE,HUMBOLDT,0.15,1.29,1.09,0.74,0.97,0.51,0.97,0.57,0.43,0,0,0.55
2002,DTHN2,DEETH,HUMBOLDT,0,1.67,1.9,1.3,0.25,0.07,1.98,1.14,0.29,0,0,0.83
2002,EKO,ELKO,HUMBOLDT,0.03,1.62,1.61,0.54,0.47,0.62,1.6,0.87,0.45,0.03,0.01,1.07
2002,GIBN2,GIBBS RANCH,HUMBOLDT,0.1,2.39,1.69,0.83,0.25,0.41,1.36,1.84,0.53,0.08,0,0.91
2002,GOLN2,GOLCONDA,HUMBOLDT,0.11,0.81,0.73,0.78,0.74,0.66,0.23,0.1,0.74,0.04,0,0.45
2002,IMLN2,IMLAY,HUMBOLDT,0.17,0.42,0.88,0.85,1.07,0.52,0.63,0.6,0.19,0.22,0.03,0.31
2002,JIGN2,JIGGS 8SSE,HUMBOLDT,0.57,2.19,1.96,0.73,0.03,1.37,2.87,0.94,0.25,0.24,0,1.43
2002,LAMN2,LAMOILLE YOST,HUMBOLDT,0.25,1.93,1.72,0.59,0.2,1.31,3.05,1.41,1.27,0.14,0.01,1.33
2002,LOVN2,LOVELOCK,HUMBOLDT,0.06,0.88,0.88,0.77,0.4,0.12,0.39,0.29,0.52,0.45,0,0.17
2002,PIVN2,PINE VALLEY,HUMBOLDT,0.2,1.65,1.2,0.64,1.17,0.63,1.72,1.11,0.33,0.1,0,0.68
2002,PRDN2,PARADISE VALLEY,HUMBOLDT,0.09,2.59,2.43,1.31,1.01,0.33,0.53,0.32,1.15,0.32,0,0.53
2002,RRRN2,""REESE RIVER O'TOOLE"",HUMBOLDT,0.46,0.6,1.3,0.15,0.52,0.41,0.92,0.37,0.37,0.55,0.1,0.39
2002,RYPN2,RYE PATCH DAM,HUMBOLDT,0.12,1.34,0.82,0.92,0.71,0.42,0.25,0.43,0.14,0.39,0,0
2002,SFKN2,SOUTH FORK SP,HUMBOLDT,0.2,1.1,1.17,0.74,0.42,0.74,1.73,,,0.27,0,1.23
2002,U31,AUSTIN,HUMBOLDT,0.23,0.99,2.84,0.86,0.83,0.7,1.97,1.11,0.2,0.19,0.04,0.43
2002,WELN2,WELLS,HUMBOLDT,0.45,2.44,1.26,1.01,0.12,0.57,2.08,0.52,0.07,0.22,0,1.64
2002,WMC,WINNEMUCCA,HUMBOLDT,0.11,0.94,0.94,0.84,0.89,0.97,0.64,0.43,0.12,0,0,0.24
2002,DUFN2,DUFURRENA (SHELDON),BLACK ROCK DESERT,0.16,0.96,0.55,0.73,0.27,0.12,0.2,0.33,0.11,0.44,0.02,0.4
2002,KRVN2,KINGS RIVER VALLEY,BLACK ROCK DESERT,0.01,2.25,1.66,1.89,0.46,0.21,0.79,0.6,0.27,0.24,0.01,0.26
2002,LCRN2,LEONARD CREEK RANCH,BLACK ROCK DESERT,0.13,1.97,2.75,0.95,0.33,0.54,0.32,0.67,0.26,0.08,0.1,0.35
2002,MCDN2,MCDERMITT,BLACK ROCK DESERT,0.13,0.87,0.92,0.95,0.27,0.38,0.66,0.63,1.36,0,0,0.43
2002,ORVN2,OROVADA 4WSW,BLACK ROCK DESERT,0.05,1.76,1.36,1.1,0.71,0.63,0.72,1,0.47,0.14,0.03,0.59
2002,ARTN2,ARTHUR 4NW,CENTRAL NEVADA DESERT,0.62,2.02,1.11,1.06,1.02,0.29,1.09,,0,0,0,1.86
2002,BDRN2,BOULDER CITY,CENTRAL NEVADA DESERT,0,0,0,0.4,0,,,,,0.03,0,0.08
2002,BLEN2,BLUE EAGLE RANCH,CENTRAL NEVADA DESERT,0.61,0.78,1.38,0.5,0.63,0.76,0.54,0.93,0.33,0.31,0,0.19
2002,CLVN2,CLOVER VALLEY,CENTRAL NEVADA DESERT,0.85,2.35,1.82,1.38,0.87,0.69,2.01,0.53,0.13,0.13,0,1.41
2002,DNDN2,DIAMOND VALLEY,CENTRAL NEVADA DESERT,0.25,0.71,0.61,0.2,1.05,0.09,1.62,0.2,0.43,0.54,0,0.29
2002,DYRN2,DYER,CENTRAL NEVADA DESERT,0,0.68,0.06,0.06,0.21,0.05,0.13,0,0.03,0.22,0,0.04
2002,EKAN2,EUREKA,CENTRAL NEVADA DESERT,0.39,0.86,1,0.84,1.88,0.23,2.18,0.32,0,0.84,0.1,0.21
2002,ELY,ELY,CENTRAL NEVADA DESERT,0.45,0.47,0.64,0.46,0.61,0.26,0.68,0.02,0,0.26,0.02,0.42
2002,GDFN2,GOLDFIELD,CENTRAL NEVADA DESERT,0,0.81,0.3,0.01,0.02,0,0,0.68,,0.15,0,0.65
2002,LAGN2,LAGES,CENTRAL NEVADA DESERT,0.08,0.6,0.26,0.5,0.02,0.05,0.7,0.19,0,0.19,0.17,1.52
2002,MCGN2,MCGILL,CENTRAL NEVADA DESERT,0.56,0.99,0.58,0.39,0.78,0.15,1.11,0.04,0.02,0.2,0.02,0.34
2002,MIDN2,MIDDLEGATE,CENTRAL NEVADA DESERT,0.11,0.86,1.2,0.38,0.3,0.15,0.29,0.04,0.17,0.36,0.25,0.08
2002,MNAN2,MINA,CENTRAL NEVADA DESERT,0,0.82,0.41,0.22,0,0.1,0.27,0,0.2,0.17,0,0.11
2002,OASN2,OASIS,CENTRAL NEVADA DESERT,0.41,1.18,0.39,0.28,0.01,0.04,1.74,0.72,0.16,0.01,0,0.8
2002,PAHN2,PAHRUMP,CENTRAL NEVADA DESERT,0.1,0.04,0.16,0,0,0.09,0,0,0,0.16,0,0
2002,RBLN2,RUBY LAKE,CENTRAL NEVADA DESERT,1.46,2.79,0.81,0.59,1.22,0.7,1.97,0.21,0.14,0.15,0.16,0.76
2002,RTHN2,RUTH,CENTRAL NEVADA DESERT,0.69,1.9,,,0.63,0.72,2.03,0.23,0.15,0.81,0.4,1.5
2002,SKVN2,SMOKEY VALLEY,CENTRAL NEVADA DESERT,0.13,0.48,1,0.1,0.17,0.13,0.43,0.31,0.12,0.12,0,0.28
2002,SLVN2,SILVERPEAK,CENTRAL NEVADA DESERT,0.02,0.34,0.1,0.04,0.12,0,0.43,0,0,1.08,0,0.04
2002,SSHN2,SHOSHONE,CENTRAL NEVADA DESERT,0.42,1.13,0.64,0.23,0.53,0.78,0.44,0.15,0.34,0.83,0.28,0.58
2002,TPH,TONOPAH,CENTRAL NEVADA DESERT,0.12,0.38,0.18,0.15,0,0.01,0.26,0.17,0,0,0,0.05
2002,TWSN2,TWIN SPRING - FALLINI,CENTRAL NEVADA DESERT,0.07,0.26,,0.22,0,0.04,0.4,0,,0.3,0,0.01
2002,AWH,WILDHORSE RESERVOIR,SNAKE AND COLUMBIA,0.38,2.55,3.55,1.76,0.44,0.77,1.46,1.05,0.91,0.13,0.05,0.86
2002,JPTN2,JACKPOT,SNAKE AND COLUMBIA,0.53,0.65,1.96,0.83,0.17,0.21,1.56,1.14,1.67,0.02,0.02,0.7
2002,MCDO3,MCDERMITT,SNAKE AND COLUMBIA,0.06,0.74,0.62,0.92,0.2,0.19,0.71,0.64,0.59,0,0,0.3
2002,MTNN2,MOUNTAIN CITY,SNAKE AND COLUMBIA,,,,,,,,,,0.25,0.03,1.06
2002,OLEO3,ODELL LAKE,SNAKE AND COLUMBIA,2.73,6.96,6.52,5.67,2.54,2.8,1.22,0.32,0.08,0.31,0.11,0.9
2002,TUSN2,TUSCARORA,SNAKE AND COLUMBIA,0.42,2.4,2,0.92,0.55,1.13,0.66,0.69,0.59,0.36,0.03,0.51
2002,BLH,BLYTHE,LOWER COLORADO,0,0.11,0.04,0,0,0.04,0,0,0,0,0,0.75
2002,BULA3,BULLHEAD CITY,LOWER COLORADO,0,0.01,0.14,0.01,0,0,0,0,0,0,0,0.54
2002,CALN2,CALIENTE,LOWER COLORADO,0.15,0.32,0.19,0.1,0,0.1,0.11,0,0,0.16,0,1.18
2002,DNWN2,DESERT NTL WILDLIFE REF,LOWER COLORADO,0,0.08,0,0,0,0.16,0,0,0,0.05,0,0.02
2002,EED,NEEDLES,LOWER COLORADO,0,0.09,0.22,0.03,0,0.02,0.04,0,0,0.02,0,0.08
2002,EGNN2,ELGIN,LOWER COLORADO,0.18,0.36,0.6,0.28,0.04,0.35,0.69,0,0,0,0,0.9
2002,GUNU1,GUNLOCK PH,LOWER COLORADO,0.06,0.61,0.82,0.03,0.05,0.4,0.03,0,0,0.26,0.05,1.4
2002,HIKN2,HIKO,LOWER COLORADO,0.34,0.76,0.29,0.07,0.04,0.08,0.1,0,0,0.15,0,0.02
2002,LAUN2,LAUGHLIN,LOWER COLORADO,0,0.11,0,0,0,0,0,0,,0.05,0,0.12
2002,LAVU1,LA VERKIN,LOWER COLORADO,0.19,0.78,1.21,0.11,0.12,0.21,0.17,0,0,0.02,0,2.23
2002,LHCA3,LAKE HAVASU CITY,LOWER COLORADO,0.01,0.05,0.16,0.02,0,0.04,0,0,0,0.03,0,0.6
2002,LUNN2,LUND,LOWER COLORADO,0.8,1.15,0.6,0.28,0.39,0.21,0.36,0.36,0.05,0.04,0.2,0.45
2002,PION2,PIOCHE,LOWER COLORADO,0.66,0.4,2.13,0.22,0.4,0.45,0.44,0,0,0.8,0.13,1.17
2002,PWMN2,PAHRANAGAT WILDLIFE REF,LOWER COLORADO,0,0.29,0.21,0.1,0,0,0,0,0,0,0,0.1
2002,SGUU1,ST. GEORGE,LOWER COLORADO,0.29,0.52,0.79,0.01,0.06,0.13,0,0,0,0.21,0,0.78
2002,SPVN2,SPRING VALLEY STATE PA,LOWER COLORADO,0.49,0.55,1.07,0.19,0.28,0.72,0.11,0.12,0.03,0.08,0,0.99
2002,SRCN2,SEARCHLIGHT,LOWER COLORADO,0.06,0.3,0.12,0,0,0.04,0,0,0,0.76,0,0.09
2002,SUNN2,SUNNYSIDE,LOWER COLORADO,0.28,0.97,0.8,0.32,0.24,0.22,0.38,0.15,0.02,0.37,0,0.17
2002,VEF,LAS VEGAS,LOWER COLORADO,0,0.12,0.12,0,0,0.08,0,0,0,0.24,0,0.32
2002,VEYU1,VEYO POWER HOUSE,LOWER COLORADO,0.1,0.78,1.19,0.02,0.12,0.41,0.1,0,0,0.32,0,1.52
2002,VOFN2,VALLEY FO FIRE SP,LOWER COLORADO,0,0.3,0.1,0.01,0,0.24,0,0,0,0.5,0,0.13
2002,WUPA3,WIKIEUP,LOWER COLORADO,0,0.67,0.41,0,0,0.04,0,0,0,1.51,0,0.05
2002,YUCA3,YUCCA 1 NNE,LOWER COLORADO,0.36,0.17,0.29,0,0,0.02,0,0,0,0.01,0,1.28
2002,YUM,YUMA,LOWER COLORADO,0,0.07,0.01,0,0,0,0,0,0,0,0,0
2002,ENV,WENDOVER,GREAT SALT LAKE,0.12,0.33,0.22,0.22,0.32,0,0.92,0.48,0.01,0,0,0.31
2002,LENN2,GREAT BASIN N P,GREAT SALT LAKE,0.97,1.44,0.98,0.75,0.3,0.99,1.42,0.53,1.48,1.28,0.33,1.09
2002,MNTN2,MONTELLO,GREAT SALT LAKE,0.03,1.22,0.4,0.85,0,0.43,1.44,0.75,0.31,0.67,0,1.51
2002,CDEU1,CEDAR CITY 5E,ESCALANTE DESERT,0.3,1,1.05,0.32,0.25,0.94,0.24,0.02,0,0.39,0.18,1.46
