2002, 'SOUTHERN OREGON COASTAL'
2002, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2002, 'STOC1', 'STONY GORGE', '   0.89', '   6.14', '   6.70', '   2.85', '   0.80', '   0.70', '   0.32', '   0.44', '   0.00', '   0.00', '   0.00', '   0.00', ' 18.84', '  88'
2002, 'STYC1', 'STRAWBERRY VALLEY', '   2.69', '  15.25', '  23.83', '   8.64', '   5.68', '  10.75', '   2.57', '   2.63', '   0.00', '   0.04', '   0.00', '   0.00', ' 72.08', '  89'
2002, 'TWLC1', 'CAPLES LAKE', '   1.60', '   7.47', '  11.15', '   3.15', '   2.72', '   5.80', '   2.14', 'M', '   0.01', '   0.05', '   0.00', '   0.43', 'M'
2002, 'VOLC1', 'VOLTA PH', '   1.16', '   3.50', '   9.42', '   4.59', '   3.07', '   2.86', '   2.32', '   1.27', '   0.00', '   0.00', '   0.00', '   0.00', ' 28.19', '  80'
2002, 'VTNC1', 'VINTON', '   0.42', '   1.76', '   3.11', '   0.81', '   0.39', '   1.12', '   0.82', '   0.49', '   0.47', '   0.65', '   0.00', '   0.00', ' 10.04', '  71'
2002, 'WDDC1', 'WOODLAND', '   0.47', '   3.44', '   6.96', '   2.33', '   0.96', '   1.85', '   0.05', '   0.71', '   0.00', '   0.00', '   0.00', '   0.00', ' 16.77', '  81'
2002, 'WSKC1', 'WHISKEYTOWN RES', '   2.94', '  16.28', '  19.44', '   6.73', '   4.91', '   4.92', '   1.40', '   1.75', '   0.00', '   0.00', '   0.00', '   0.00', ' 58.37', '  92'
2002, 'SAN JOAQUIN'
2002, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2002, 'ABYC1', 'AUBERRY', '   0.90', '   3.44', '   7.10', '   2.19', '   1.13', '   2.33', '   0.96', '   0.83', '   0.10', '   0.00', '   0.00', '   0.00', ' 18.98', '  73'
2002, 'ARNC1', 'CALAVERAS BIG TREES', '   1.37', '   9.65', '  13.02', '   3.60', '   4.43', '   8.71', '   2.76', '   2.78', '   0.00', '   0.00', '   0.00', '   0.00', ' 46.32', '  83'
2002, 'BCRC1', 'BIG CREEK PH #1', '   1.54', '   6.02', '   7.68', '   3.00', '   1.33', '   3.60', '   2.16', '   2.21', '   0.05', '   0.00', '   0.00', '   0.00', ' 27.59', 'NA'
2002, 'CHVC1', 'CHERRY VALLEY', '   2.07', '   8.96', '  12.28', '   4.13', '   3.28', '   6.46', '   2.17', '   2.26', '   0.15', '   0.00', '   0.00', '   0.14', ' 41.90', '  88'
2002, 'CMPC1', 'CAMP PARDEE', '   0.75', '   2.54', '   6.02', '   2.03', '   2.44', '   3.57', '   0.63', '   1.35', '   0.00', '   0.00', '   0.00', '   0.00', ' 19.33', '  84'
2002, 'COAC1', 'COARSEGOLD 1 SW', '   0.89', '   4.65', '   8.65', '   1.92', '   1.65', '   4.16', '   0.91', '   1.12', '   0.00', '   0.00', 'M', 'M', 'M'
2002, 'EXQC1', 'EXCHEQUER DAM', '   0.56', '   3.71', '   5.84', '   1.92', '   1.08', '   2.02', '   0.46', '   0.81', '   0.00', '   0.00', '   0.00', '   0.03', ' 16.43', '  82'
2002, 'FDDC1', 'FIDDLETOWN DEXTER RANCH', '   0.85', '   5.34', '   8.28', '   3.42', '   3.86', '   5.46', '   1.41', '   2.08', '   0.00', '   0.00', '   0.00', '   0.00', ' 30.70', '  83'
2002, 'FLOC1', 'FLORENCE LAKE', '   1.43', '   4.59', '   5.72', '   1.21', '   1.53', '   2.25', '   0.80', '   1.65', '   0.01', '   0.01', '   0.00', '   0.10', ' 19.30', '  78'
2002, 'FRAC1', 'FRIANT GOVERNMENT CAMP', '   0.58', '   2.49', '   3.55', '   1.49', '   1.10', '   1.49', '   0.38', '   0.72', '   0.00', '   0.00', '   0.00', '   0.00', ' 11.80', '  80'
2002, 'GRVC1', 'GROVELAND RS', '   1.38', '   6.25', '   9.36', '   3.28', '   2.30', '   4.60', '   1.17', '   1.22', '   0.01', '   0.00', '   0.00', '   0.13', ' 29.70', '  79'
2002, 'HETC1', 'HETCH HETCHY', '   1.17', '   7.22', '   9.14', '   2.88', '   2.13', '   3.57', '   2.10', '   2.47', '   0.22', '   0.00', '   0.00', '   0.26', ' 31.16', '  85'
2002, 'HNTC1', 'HUNTINGTON LAKE', '   1.86', '   8.50', '  10.08', '   4.27', '   2.24', '   5.41', '   2.54', '   2.84', '   0.08', '   0.00', '   0.00', '   0.11', ' 37.93', '  84'
2002, 'LOSC1', 'LOS BANOS', '   0.27', '   1.15', '   2.20', '   0.82', '   0.16', '   0.84', '   0.14', '   0.20', '   0.00', '   0.00', '   0.00', '   0.05', '  5.83', '  59'
2002, 'MATC1', 'MATHER', '   0.94', '   5.92', '   8.41', '   2.82', '   2.18', '   3.80', '   2.34', '   2.15', '   0.00', '   0.00', '   0.00', '   0.18', ' 28.74', '  82'
2002, 'MCEC1', 'MERCED', '   0.36', '   2.57', '   2.59', '   1.36', '   0.91', '   1.47', '   0.06', '   1.35', '   0.00', '   0.00', '   0.00', '   0.00', ' 10.67', '  85'
2002, 'MDRC1', 'MADERA', '   0.51', '   1.89', '   2.42', '   1.40', '   0.34', '   1.14', '   0.23', '   0.33', '   0.22', '   0.00', 'M', '   0.00', 'M'
2002, 'MOD', 'MODESTO AP', '   0.05', '   1.76', '   4.69', '   1.83', '   0.57', '   1.45', '   0.08', '   0.13', '   0.00', '   0.00', '   0.00', '   0.00', ' 10.56', '  81'
2002, 'MRIC1', 'MARIPOSA RS', '   0.99', '   6.85', '   7.42', '   2.73', 'M', '   2.39', '   0.60', 'M', '   0.00', 'M', 'M', '   0.19', 'M'
2002, 'NMDC1', 'NEW MELONES DAM HQ', '   0.73', '   3.74', '   8.39', '   3.18', '   1.93', '   3.93', '   0.97', '   1.14', '   0.00', '   0.00', '   0.00', '   0.00', ' 24.01', 'NA'
2002, 'NOFC1', 'NORTH FORK RS', '   0.72', '   4.52', '   8.86', '   2.72', '   1.44', '   4.00', '   1.38', '   2.15', '   0.18', '   0.00', '   0.00', '   0.19', ' 26.16', '  77'
2002, 'PANC1', 'PANOCHE 2W', '   0.06', '   1.45', '   2.39', '   0.48', '   0.29', '   0.90', '   0.60', '   0.24', '   0.00', '   0.00', '   0.00', '   0.00', '  6.41', '  61'
2002, 'SCKC1', 'STOCKTON FIRE STA 4', '   0.44', '   2.91', '   6.60', '   1.62', '   0.86', '   2.92', '   0.10', '   0.92', '   0.00', '   0.00', '   0.00', '   0.00', ' 16.37', '  99'
2002, 'SLDC1', 'LOS BANOS', '   0.13', '   1.97', '   2.23', '   0.77', '   0.53', '   0.85', '   0.17', '   0.23', '   0.00', '   0.00', '   0.00', '   0.00', '  6.88', '  65'
2002, 'SONC1', 'SONORA', '   0.83', '   5.14', '  10.03', '   2.60', '   3.00', '   5.32', '   0.78', '   1.11', '   0.00', '   0.00', '   0.00', '   0.04', ' 28.85', '  88'
2002, 'SPGC1', 'SALT SPRINGS PH', '   1.51', '   8.32', '  11.27', '   3.53', '   3.67', '   6.11', '   2.69', '   2.07', '   0.00', '   0.00', '   0.00', '   0.16', ' 39.33', '  85'
2002, 'TIGC1', 'TIGER CREEK PH', '   1.38', '   7.62', '  12.86', '   3.69', '   4.07', '   6.80', '   2.12', '   2.40', '   0.00', '   0.03', '   0.00', '   0.04', ' 41.01', '  88'
2002, 'TRAC1', 'TRACY CARBONA', '   0.23', '   1.57', '   4.04', '   1.25', '   0.55', '   1.46', '   0.00', '   0.08', '   0.00', '   0.00', '   0.00', '   0.00', '  9.18', '  87'
2002, 'WSTC1', 'WEST POINT', '   1.24', '   3.97', '  12.19', '   3.93', '   3.88', '   6.22', '   1.76', '   2.36', '   0.00', '   0.00', '   0.00', '   0.00', ' 35.55', '  97'
2002, 'YNPC1', 'SOUTH ENTRANCE YOSEMITE', '   1.80', '   7.74', '  12.05', '   2.48', '   2.35', '   4.34', '   1.49', '   1.79', '   0.00', '   0.00', '   0.00', '   0.50', ' 34.54', '  82'
2002, 'YPQC1', 'YOSEMITE PARK HEADQUARTER', '   0.90', '   8.25', '  10.98', '   2.22', '   1.93', '   4.03', '   1.83', '   1.75', '   0.10', '   0.00', '   0.00', '   0.52', ' 32.51', '  86'
2002, 'KERN...TULE...KAWEAH...KINGS'
2002, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2002, 'ASHC1', 'ASH MOUNTAIN', '   0.76', '   3.97', '   7.50', '   2.35', '   0.09', '   3.26', '   0.78', '   1.01', '   0.00', '   0.04', '   0.00', '   0.00', ' 19.76', '  74'
2002, 'ATWC1', 'ATWELL CAMP', '   1.50', '   9.50', '  10.20', '   3.70', '   0.90', '   6.10', '   1.00', '   2.40', '   0.00', '   0.00', '   0.00', '   0.00', ' 35.30', 'NA'
2002, 'BFL', 'BAKERSFIELD', '   0.22', '   1.08', '   0.66', '   0.52', '   0.26', '   0.43', '   0.25', '   0.13', '   0.00', '   0.00', '   0.00', '   0.00', '  3.55', '  55'
2002, 'BTPC1', 'BEAR TRAP MEADOW', '   0.00', '   9.70', '  11.10', '   4.50', '   1.90', '   5.40', '   0.90', '   2.00', '   0.00', '   0.10', '   0.10', '   0.20', ' 35.90', 'NA'
2002, 'DNPC1', 'BALCH PH', '   1.00', '   4.55', '   7.14', '   3.27', '   1.10', '   3.50', '   1.30', '   1.26', '   0.00', '   0.00', '   0.00', '   0.00', ' 23.12', '  75'
2002, 'EGCC1', 'EAGLE CREEK', '   0.00', '   8.60', '  10.30', '   4.60', '   0.10', '   6.80', '   0.90', '   1.70', '   0.00', '   0.00', '   0.00', '   0.00', ' 33.00', 'NA'
2002, 'GNFC1', 'GIANT FOREST', 'M', '   9.90', '  12.10', '   2.30', '   2.10', '   8.20', '   1.10', '   2.70', '   0.00', '   0.20', '   0.00', '   0.00', 'M'
2002, 'GNNC1', 'GLENNVILLE', '   0.71', '   3.99', '   4.24', '   1.55', '   0.82', '   3.07', '   0.67', '   1.50', 'M', '   0.00', '   0.00', '   0.02', 'M'
2002, 'GRGC1', 'GRANT GROVE', '   1.54', '   7.24', '  11.04', '   4.14', '   1.65', '   5.93', '   1.45', '   1.80', '   0.07', '   0.00', '   0.00', '   0.00', ' 34.86', '  83'
2002, 'HCKC1', 'HOCKETT MEADOW', '   1.50', '   9.30', '   9.90', '   2.70', '   3.00', '   5.40', '   0.20', '   2.30', '   0.40', '   0.20', '   0.00', '   0.00', ' 34.90', 'NA'
2002, 'HSSC1', 'HOSSACK', '   1.40', '   8.60', '  12.00', '   5.80', '   0.70', '   7.00', '   1.70', '   2.70', '   0.00', '   0.00', '   0.00', '   0.00', ' 39.90', 'NA'
2002, 'ISAC1', 'LAKE ISABELLA DAM', '   0.57', '   3.11', '   2.37', '   0.39', '   0.32', '   1.09', '   0.03', '   0.28', '   0.00', '   0.11', '   0.00', '   0.00', '  8.27', 'NA'
2002, 'KVLC1', 'KERN RIVER PH #3', '   0.64', '   2.66', '   3.09', '   0.46', '   0.26', '   1.54', '   0.10', '   0.46', '   0.52', '   0.00', '   0.00', '   0.00', '  9.73', '  72'
2002, 'LDGC1', 'LODGEPOLE', '   1.57', '   8.85', '  10.48', '   3.87', '   1.91', '   7.66', '   1.45', '   1.58', '   0.05', '   0.00', '   0.00', '   0.03', ' 37.45', '  84'
2002, 'MNHC1', 'MOUNTAIN HOME', '   0.00', '   6.30', '  11.30', '   5.50', '   0.30', '   5.90', '   2.10', '   1.50', '   0.00', '   0.00', '   0.00', '   0.00', ' 32.90', 'NA'
2002, 'PFTC1', 'PINE FLAT DAM', '   0.40', '   2.41', '   5.24', '   1.42', '   1.01', '   2.31', '   1.16', '   1.84', '   0.00', '   0.00', '   0.00', '   0.00', ' 15.79', '  79'
2002, 'RGCC1', 'ROGERS CAMP', '   0.70', '   7.90', '  10.10', '   3.30', '   1.60', '   5.10', '   0.60', '   1.80', '   0.10', '   0.00', '   0.00', '   0.00', ' 31.20', 'NA'
2002, 'SCSC1', 'LAKE SUCCESS DAM', '   0.18', '   2.25', '   2.95', '   1.19', '   0.17', '   1.51', '   0.38', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  8.63', '  78'
2002, 'TMDC1', 'TERMINUS DAM', '   0.41', '   2.67', '   4.42', '   1.42', '   0.29', '   1.85', '   0.77', '   0.73', '   0.00', '   0.00', '   0.00', '   0.00', ' 12.56', 'NA'
2002, 'TREC1', 'THREE RIVER EDISON PH #1', '   0.66', '   4.22', '   6.42', '   2.12', '   0.77', '   3.08', '   0.57', '   0.63', '   0.00', '   0.00', '   0.00', '   0.00', ' 18.47', '  76'
2002, 'TULARE-BUENA VISTA LAKES'
2002, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2002, 'CNGC1', 'COALINGA', '   0.07', '   1.45', '   0.86', '   0.20', '   0.06', '   0.53', '   0.53', '   0.11', '   0.00', '   0.00', '   0.00', '   0.01', '  3.82', '  46'
2002, 'FAT', 'FRESNO AIR TERMINAL', '   0.29', '   1.99', '   1.93', '   0.76', '   0.41', '   0.95', '   0.21', '   0.38', '   0.02', '   0.00', '   0.00', '   0.00', '  6.94', '  62'
2002, 'LEMC1', 'LEMON COVE', '   0.30', '   2.69', '   3.98', '   1.26', '   0.40', '   1.33', '   0.70', '   0.56', '   0.00', '   0.00', '   0.00', '   0.00', ' 11.22', '  77'
2002, 'LINC1', 'LINDSAY', '   0.29', 'M', '   3.09', '   1.23', '   0.25', '   1.36', '   0.71', '   0.18', '   0.00', '   0.00', '   0.00', '   0.00', 'M'
2002, 'PRTC1', 'PORTERVILLE', '   0.22', '   2.15', '   2.67', '   1.04', '   0.26', '   1.10', '   0.28', '   0.30', '   0.00', '   0.00', '   0.00', '   0.01', '  8.03', '  70'
2002, 'VISC1', 'VISALIA', '   0.48', '   2.04', '   4.89', '   1.06', '   0.21', '   1.31', '   0.23', '   0.22', '   0.00', '   0.00', '   0.00', '   0.00', ' 10.44', '  95'
2002, 'WASC1', 'WASCO', '   0.07', '   0.97', '   0.88', '   0.45', '   0.12', '   0.59', '   1.06', '   0.10', '   0.00', '   0.00', '   0.00', '   0.00', '  4.24', '  58'
2002, 'CENTRAL CALIFORNIA COASTAL'
2002, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2002, 'BISC1', 'BIG SUR STATE PARK', '   1.24', '   8.28', '  10.06', '   4.61', '   3.99', '   4.62', '   0.57', '   0.57', '   0.00', '   0.00', '   0.03', '   0.13', ' 34.10', '  79'
2002, 'CCHC1', 'CACHUMA DAM', '   0.62', '   3.27', '   0.66', '   0.87', '   0.24', '   0.79', '   0.13', '   0.12', '   0.00', '   0.00', '   0.00', '   0.08', '  6.78', '  31'
2002, 'HOLC1', 'HOLLISTER', '   0.23', '   2.61', '   3.46', '   0.74', '   1.00', '   1.17', '   0.30', '   0.44', '   0.00', '   0.00', '   0.00', '   0.00', '  9.95', '  73'
2002, 'JNLC1', 'JUNCAL DAM', '   0.55', '   4.52', '   3.22', '   1.39', '   0.48', '   0.75', '   0.15', '   0.10', '   0.00', '   0.00', '   0.00', '   0.14', ' 11.30', '  36'
2002, 'KICC1', 'KING CITY', '   0.11', '   1.82', '   2.24', '   0.55', '   0.60', '   0.58', '   0.47', '   0.30', '   0.00', '   0.00', '   0.00', '   0.00', '  6.67', '  54'
2002, 'LSLC1', 'LOS ALAMOS', '   0.60', '   3.58', '   2.62', '   0.89', '   0.30', '   0.53', '   0.22', '   0.16', '   0.00', '   0.00', '   0.00', '   0.02', '  8.92', '  53'
2002, 'PRBC1', 'PASO ROBLES', '   0.24', '   2.81', '   2.19', '   1.02', '   0.33', '   1.40', '   0.23', '   0.25', '   0.00', '   0.00', '   0.00', '   0.00', '  8.47', '  58'
2002, 'PRSC1', 'PRIEST VALLEY', '   0.61', '   2.98', '   4.11', '   1.16', '   0.68', '   1.53', '   0.27', '   0.55', '   0.00', '   0.00', '   0.00', '   0.01', ' 11.90', '  57'
2002, 'SBAC1', 'SANTA BARBARA', '   0.62', '   4.24', '   0.09', '   1.03', '   0.46', '   0.40', '   0.08', '   0.10', '   0.03', '   0.00', '   0.00', '   0.18', '  7.23', '  39'
2002, 'SBPC1', 'SAN LUIS OBISPO', '   0.49', '   5.96', '   4.18', '   1.13', '   0.84', '   1.83', '   1.33', '   0.18', '   0.00', '   0.00', '   0.00', '   0.05', ' 15.99', '  66'
2002, 'SCRC1', 'SANTA CRUZ', '   0.70', '   6.28', '  11.07', '   3.73', '   2.28', '   3.52', '   0.35', '   0.81', '   0.00', '   0.00', '   0.04', '   0.04', ' 28.82', '  94'
2002, 'SMX', 'SANTA MARIA', '   0.33', '   2.21', '   1.33', '   1.18', '   0.38', '   0.75', '   0.23', '   0.07', '   0.00', '   0.00', '   0.05', '   0.01', '  6.54', '  47'
2002, 'SNSC1', 'SALINAS NO. 2', '   0.08', '   2.42', '   4.57', '   0.87', '   0.90', '   1.29', '   0.36', '   0.12', '   0.00', '   0.00', '   0.03', '   0.00', ' 10.64', '  70'
2002, 'WVIC1', 'WATSONVILLE WATERWORKS', '   0.34', '   4.30', '   7.89', '   1.48', '   0.70', '   1.51', '   0.24', '   0.29', '   0.00', '   0.00', '   0.07', '   0.00', ' 16.82', '  72'
2002, 'SOUTHERN CALIFORNIA COASTAL'
2002, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2002, 'BBLC1', 'BIG BEAR LAKE F.S.', '   0.00', '   2.04', '   0.41', '   0.31', '   0.23', '   1.14', '   0.34', '   0.00', '   0.00', '   0.15', '   0.00', '   0.41', '  5.03', '  24'
2002, 'CQT', 'DOWNTOWN LA', '   0.06', '   1.41', '   1.38', '   0.80', '   0.29', '   0.32', '   0.09', '   0.05', '   0.01', '   0.00', '   0.00', '   0.00', '  4.41', '  29'
2002, 'CUYC1', 'CUYAMACA', '   0.02', '   2.43', '   2.58', '   0.51', '   0.38', '   1.82', '   1.12', '   0.00', '   0.00', '   0.00', '   0.00', '   0.67', '  9.53', '  27'
2002, 'ELPC1', 'EL CAPITAN DAM', '   0.00', '   1.31', '   1.58', '   0.63', '   0.26', '   1.47', '   0.44', '   0.00', '   0.00', '   0.00', '   0.00', '   0.59', '  6.28', '  37'
2002, 'EORC1', 'ELSINORE', '   0.00', '   0.10', '   1.20', '   0.20', '   0.01', '   0.34', '   0.27', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  2.12', '  18'
2002, 'HENC1', 'HENSHAW DAM', '   0.00', '   1.57', '   2.15', '   0.66', '   0.21', '   2.24', '   0.74', '   0.00', '   0.00', '   0.00', '   0.00', '   0.24', '  7.81', '  28'
2002, 'LAGC1', 'LAGUNA BEACH', '   0.00', '   1.61', '   1.35', '   0.30', '   0.30', '   1.07', '   0.15', '   0.10', '   0.05', '   0.00', '   0.05', '   0.00', '  4.98', '  37'
2002, 'LAX', "LA INT'L AIRPORT", '   0.04', '   1.35', '   1.25', '   0.75', '   0.37', '   0.27', '   0.02', '   0.11', '   0.05', '   0.00', '   0.00', '   0.08', '  4.29', '  32'
2002, 'LGB', 'LONG BEACH', '   0.00', '   1.01', '   0.59', '   0.25', '   0.07', '   0.05', '   0.14', '   0.09', '   0.00', '   0.00', '   0.00', '   0.00', '  2.20', '  17'
2002, 'LOX', 'OXNARD', '   0.26', '   3.02', '   1.32', '   0.91', '   0.36', '   0.20', '   0.01', '   0.05', '   0.00', '   0.00', '   0.00', '   0.00', '  6.13', 'NA'
2002, 'MWS', 'MOUNT WILSON', '   0.18', '   2.27', '   3.35', '   3.38', '   0.39', '   2.13', '   0.27', '   0.98', '   0.00', '   0.00', '   0.00', '   0.31', ' 13.26', '  33'
2002, 'OCNC1', 'OCEANSIDE MARINA', '   0.00', '   1.09', '   1.14', '   0.41', '   0.38', '   0.56', '   0.39', '   0.00', '   0.00', '   0.00', '   0.00', '   0.33', '  4.30', '  39'
2002, 'SAN', 'LINDBERGH FIELD', '   0.00', '   0.99', '   0.45', '   0.32', '   0.17', '   0.46', '   0.63', '   0.00', '   0.00', '   0.00', '   0.00', '   0.31', '  3.33', '  31'
2002, 'SBOC1', 'SAN BERNARDINO FS', '   0.00', '   0.39', 'M', '   1.40', '   0.25', '   1.00', '   0.42', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', 'M'
2002, 'SGSC1', 'SAUGUS PH #1', '   0.35', '   2.77', '   1.52', '   1.04', '   0.46', '   0.85', '   0.14', '   0.10', '   0.00', '   0.00', '   0.00', '   0.10', '  7.33', '  39'
2002, 'SPLC1', 'SANTA PAULA', '   0.26', '   3.74', '   1.67', '   1.20', '   0.40', '   0.59', '   0.00', '   0.13', '   0.00', '   0.00', '   0.00', '   0.05', '  8.04', '  44'
2002, 'STAC1', 'SANTA ANA FS', '   0.00', '   0.63', '   1.19', '   0.67', '   0.23', '   0.50', '   0.23', '   0.01', '   0.00', '   0.00', '   0.00', '   0.00', '  3.46', '  25'
2002, 'NORTH AND CENTRAL LAHONTAN'
2002, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2002, 'CEDC1', 'CEDARVILLE', '   0.48', '   2.84', '   1.86', '   0.84', '   1.38', '   0.82', '   1.39', '   0.09', '   0.26', '   0.17', '   0.00', '   0.06', ' 10.19', '  77'
2002, 'DOLC1', 'DOYLE 4SSE', '   0.12', '   2.62', '   2.52', '   0.60', '   0.77', '   0.46', '   1.10', '   0.43', '   0.21', '   0.05', '   0.00', '   0.00', '  8.88', '  51'
2002, 'DOYC1', 'DOYLE', '   0.25', '   1.47', '   2.54', '   0.58', '   0.47', '   0.56', '   1.11', '   0.05', '   0.58', '   0.04', '   0.00', '   0.00', '  7.65', '  65'
2002, 'FOBC1', 'FORT BIDWELL', '   0.59', '   3.38', '   4.47', '   1.58', '   1.77', '   1.40', '   1.96', '   0.52', '   0.30', '   0.04', '   0.00', '   0.12', ' 16.13', '  88'
2002, 'FRNN2', 'FERNLEY', '   0.07', '   0.15', '   1.32', '   0.41', '   0.01', '   0.08', '   0.37', '   0.03', '   0.08', '   0.00', '   0.00', '   0.00', '  2.52', '  47'
2002, 'JESC1', 'JESS VALLEY', '   0.53', '   2.31', '   7.56', '   1.34', '   2.09', '   1.61', '   2.56', '   0.65', '   0.34', '   0.55', '   0.00', '   0.03', ' 19.57', ' 102'
2002, 'Q63', 'SUTCLIFFE-PYRAMID LK', '   0.01', '   0.92', '   1.93', '   0.87', '   0.48', '   0.08', '   0.64', '   0.17', '   0.02', '   0.14', '   0.10', '   0.22', '  5.58', '  73'
2002, 'SNVC1', 'SUSANVILLE', '   0.15', '   1.56', '   1.37', '   0.92', '   0.38', '   0.10', '   0.16', '   0.00', '   0.00', '   0.00', '   0.00', '   0.00', '  4.64', '  35'
2002, 'STDN2', 'STEAD', '   0.11', '   0.91', '   2.89', '   0.38', '   0.09', '   0.37', '   0.79', '   0.10', '   0.00', '   0.02', '   1.07', '   0.00', '  6.73', '  64'
2002, 'WAWN2', 'WADSWORTH 4N', '   0.00', '   0.60', '   1.22', '   0.55', '   0.12', '   0.39', '   0.12', '   0.08', '   0.25', '   0.00', '   0.09', '   0.03', '  3.45', '  57'
2002, 'WTNN2', 'WELLINGTON', '   0.07', '   0.98', '   1.15', '   0.30', '   0.04', '   0.63', '   0.21', '   0.02', '   0.28', '   0.30', '   0.28', '   0.00', '  4.26', 'NA'
2002, 'LAKE TAHOE...TRUCKEE...CARSON...WALKER'
2002, 'ID', 'Location', 'OCT', 'NOV', 'DEC', 'JAN', 'FEB', 'MAR', 'APR', 'MAY', 'JUN', 'JUL', 'AUG', 'SEP', 'WY Tota', 'Pct Avg to Date'
2002, 'BDEC1', 'BODIE', '   0.07', '   1.21', '   3.01', '   0.25', '   0.07', '   0.91', '   1.26', '   0.22', '   0.00', '   0.31', '   0.15', '   0.23', '  7.69', '  59'
2002, 'BOCC1', 'BOCA RESERVOIR', '   0.40', '   3.73', '   5.46', '   1.64', '   1.22', '   2.41', '   1.39', '   0.24', '   0.03', '   0.87', '   0.00', '   0.00', ' 17.39', '  78'
2002, 'BPTC1', 'BRIDGEPORT', '   0.20', '   1.61', '   2.53', '   0.17', '   0.70', '   0.47', '   0.54', '   0.06', '   0.00', '   0.37', '   0.31', '   0.08', '  7.04', '  75'
2002, 'CRCN2', 'CARSON CITY', '   0.06', '   1.76', '   1.38', '   1.91', '   0.46', '   1.00', '   0.42', '   0.00', '   0.00', '   0.49', '   0.00', '   0.00', '  7.48', '  72'
2002, 'DAGN2', 'DAGGET PASS', 'M', 'M', 'M', 'M', 'M', 'M', 'M', '   1.24', '   0.00', '   0.69', '   0.00', '   0.00', 'M'
2002, 'DONC1', 'DONNER MEM SP', '   0.88', '   7.86', '   9.87', '   4.12', '   2.37', '   5.58', '   1.99', '   0.52', '   0.05', '   0.17', '   0.00', '   0.00', ' 33.41', '  86'
2002, 'FEXN2', 'FALLON EXPER STATION', '   0.00', '   0.78', '   1.02', '   0.53', '   0.10', '   0.13', '   0.25', '   0.03', '   0.16', '   0.07', '   0.00', '   0.01', '  3.08', '  58'
2002, 'GLBN2', 'GLENBROOK', '   0.30', '   2.18', '   4.11', '   1.65', '   0.92', '   2.07', '   1.17', '   0.19', '   0.00', '   0.17', '   0.00', '   0.00', ' 12.76', '  73'
2002, 'HTHN2', 'HAWTHORNE', '   0.00', '   0.25', '   0.60', '   0.13', '   0.19', '   0.20', '   0.21', '   0.00', '   0.00', '   0.15', '   0.00', '   0.02', '  1.75', '  32'
2002, 'LANN2', 'LAHONTAN DAM', '   0.02', '   0.50', '   1.29', '   0.49', '   0.02', '   0.21', '   0.35', '   0.04', '   0.06', '   0.02', '   0.00', '   0.00', '  3.00', '  57'
2002, 'MINN2', 'MINDEN', '   0.12', '   0.94', '   2.53', '   0.25', '   0.28', '   0.72', '   0.26', '   0.02', '   0.00', '   0.47', '   0.26', '   0.00', '  5.85', '  70'
2002, 'MKLC1', 'MARKLEEVILLE', '   0.57', '   4.40', '   4.72', '   0.74', '   0.85', '   2.86', '   0.78', '   0.28', '   0.00', '   0.27', '   0.00', '   0.14', ' 15.61', '  83'
